               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.014258,            0.024801,           0.0013486,             0.78143,             0.59638,              0.6062,             0.40847,            0.022203,            0.036795,           0.0050961,             0.00298,             0.00298,             0.00298
                 158,            0.014689,            0.027148,           0.0014762,             0.76603,             0.61001,             0.59694,             0.41122,            0.021608,            0.036622,            0.005061,            0.002935,            0.002935,            0.002935
                 159,            0.014284,            0.024809,            0.001414,             0.75436,             0.60764,              0.5836,             0.39917,            0.021922,             0.03663,           0.0050198,             0.00289,             0.00289,             0.00289
                 160,            0.014391,            0.026916,           0.0013829,             0.75813,             0.60835,             0.57869,             0.39291,            0.021743,            0.037107,           0.0049961,            0.002845,            0.002845,            0.002845
                 161,            0.014255,            0.027525,            0.001495,             0.77755,             0.59282,             0.57878,             0.39175,            0.022565,             0.03771,           0.0050369,              0.0028,              0.0028,              0.0028
                 162,            0.014415,            0.026085,           0.0012788,              0.7824,             0.59354,              0.5834,             0.39626,            0.021845,             0.03701,            0.005167,            0.002755,            0.002755,            0.002755
                 163,            0.014506,            0.026384,           0.0013343,             0.78579,             0.59852,             0.57916,             0.38561,            0.022304,            0.037146,           0.0051704,             0.00271,             0.00271,             0.00271
                 164,            0.013942,            0.025439,           0.0014433,             0.78196,             0.60538,             0.58215,             0.38968,            0.021808,             0.03732,           0.0052158,            0.002665,            0.002665,            0.002665
                 165,            0.014338,            0.025385,            0.001186,             0.76418,             0.60498,             0.57683,             0.38125,            0.022301,            0.038237,            0.005397,             0.00262,             0.00262,             0.00262
                 166,            0.013831,            0.024983,           0.0012736,             0.77149,             0.58919,             0.58198,             0.38799,            0.022257,            0.038872,           0.0055546,            0.002575,            0.002575,            0.002575
                 167,            0.014042,            0.027153,           0.0013853,              0.7734,             0.59574,             0.57884,             0.38283,            0.022535,            0.038822,           0.0054794,             0.00253,             0.00253,             0.00253
                 168,            0.014122,            0.026448,           0.0013029,             0.77523,             0.60225,             0.57356,             0.38517,            0.022065,            0.038558,           0.0053936,            0.002485,            0.002485,            0.002485
                 169,            0.013764,            0.026487,           0.0012993,             0.77288,             0.60097,             0.56912,             0.37557,            0.022399,             0.03819,           0.0053097,             0.00244,             0.00244,             0.00244
                 170,            0.013681,            0.024466,           0.0011477,             0.75881,             0.60825,             0.56979,             0.38147,            0.021665,            0.037498,           0.0054317,            0.002395,            0.002395,            0.002395
                 171,            0.013489,             0.02445,           0.0012649,             0.75213,             0.61112,             0.56547,             0.37768,            0.021988,            0.037509,           0.0055096,             0.00235,             0.00235,             0.00235
                 172,            0.013013,            0.022326,           0.0011757,             0.73567,             0.61584,             0.56338,              0.3811,            0.021749,            0.037354,           0.0054821,            0.002305,            0.002305,            0.002305
                 173,             0.01307,            0.024278,           0.0012039,             0.74066,             0.61555,             0.57312,             0.38914,            0.021924,             0.03782,           0.0055103,             0.00226,             0.00226,             0.00226
                 174,            0.013614,            0.025681,           0.0012875,             0.74468,             0.61083,             0.57449,             0.38975,            0.021853,            0.038368,            0.005637,            0.002215,            0.002215,            0.002215
                 175,            0.013112,            0.024757,           0.0012963,             0.74728,             0.61331,             0.56817,             0.38463,            0.022003,            0.038818,             0.00574,             0.00217,             0.00217,             0.00217
                 176,            0.013193,            0.025672,            0.001417,             0.75454,             0.60224,             0.56712,             0.38105,            0.022133,            0.039162,           0.0056969,            0.002125,            0.002125,            0.002125
                 177,            0.013212,            0.024598,           0.0012027,             0.75059,             0.59745,             0.56075,             0.37648,            0.022223,            0.039488,           0.0057224,             0.00208,             0.00208,             0.00208
                 178,            0.013133,            0.024325,           0.0013311,               0.754,              0.5947,             0.55865,             0.37176,            0.022266,            0.039527,            0.005751,            0.002035,            0.002035,            0.002035
                 179,             0.01286,            0.024824,           0.0011657,             0.74936,             0.59284,             0.55601,             0.37505,             0.02208,            0.039495,           0.0059082,             0.00199,             0.00199,             0.00199
                 180,            0.012804,            0.024433,           0.0013826,              0.7422,             0.59767,             0.55864,             0.37884,            0.021831,            0.039305,           0.0059093,            0.001945,            0.001945,            0.001945
                 181,            0.013189,            0.025433,           0.0011921,             0.75251,             0.59117,             0.56097,             0.37571,            0.022044,            0.039303,           0.0057682,              0.0019,              0.0019,              0.0019
                 182,            0.012696,             0.02588,           0.0012593,             0.76406,             0.60671,              0.5719,             0.38877,            0.021524,              0.0385,           0.0056049,            0.001855,            0.001855,            0.001855
                 183,            0.012702,            0.024913,           0.0011515,             0.75558,             0.61386,             0.57407,             0.38816,            0.021711,            0.038199,           0.0055157,             0.00181,             0.00181,             0.00181
                 184,            0.012796,             0.02423,           0.0012832,             0.73673,             0.61615,             0.56741,             0.38376,            0.021812,            0.038058,           0.0054943,            0.001765,            0.001765,            0.001765
                 185,            0.012526,            0.023472,           0.0011544,             0.74527,             0.59778,             0.56454,             0.38408,            0.021688,            0.037917,           0.0055355,             0.00172,             0.00172,             0.00172
                 186,            0.012434,            0.024718,           0.0010339,             0.75575,             0.59691,             0.56631,             0.37721,            0.021906,            0.038289,           0.0056816,            0.001675,            0.001675,            0.001675
                 187,            0.012376,            0.023025,           0.0011901,             0.75254,             0.59567,             0.56634,             0.38113,            0.021717,            0.038586,           0.0056873,             0.00163,             0.00163,             0.00163
                 188,            0.012577,            0.024505,           0.0013048,             0.75633,              0.5885,             0.57454,             0.38378,            0.021695,            0.038397,           0.0056782,            0.001585,            0.001585,            0.001585
                 189,            0.012183,            0.024489,           0.0010837,             0.74398,             0.61253,             0.57819,             0.38873,             0.02177,            0.038386,           0.0056705,             0.00154,             0.00154,             0.00154
                 190,            0.011886,            0.023931,           0.0011482,             0.76952,             0.59859,             0.58451,             0.39462,            0.021457,            0.037571,           0.0057121,            0.001495,            0.001495,            0.001495
                 191,            0.012169,            0.024653,          0.00099903,             0.74436,             0.62954,             0.58746,             0.39575,            0.021572,            0.037697,           0.0058327,             0.00145,             0.00145,             0.00145
                 192,            0.012244,            0.023487,            0.001568,             0.75159,             0.62286,             0.57918,             0.39058,            0.021611,            0.038144,           0.0058475,            0.001405,            0.001405,            0.001405
                 193,            0.011551,             0.02208,           0.0010003,             0.73293,             0.63991,             0.58726,             0.39877,            0.021367,            0.038521,            0.005825,             0.00136,             0.00136,             0.00136
                 194,            0.011636,            0.023485,           0.0010941,             0.77782,             0.59802,             0.58354,             0.39664,             0.02139,            0.038766,           0.0056961,            0.001315,            0.001315,            0.001315
                 195,            0.012092,             0.02451,           0.0010313,             0.76993,             0.60484,              0.5841,             0.39714,            0.021307,            0.038635,           0.0057274,             0.00127,             0.00127,             0.00127
